prompt_folder,prompt_text,vendi_inception,vendi_pixel,clip_score,one_minus_ms_ssim,method,prompt_folder_norm,prompt_text_norm,prompt_key
a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,1.958,1.4897,38.8931,0.928,ourmethod,a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,a_giraffe_on_the_right_of_a_girl
a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,1.9038,1.6945,38.0182,0.9264,ourmethod,a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,a_giraffe_on_the_right_of_a_phone
a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,1.8676,1.2406,31.3979,0.6085,ourmethod,a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,a_giraffe_on_the_top_of_a_man
a_girl_on_the_left_of_a_bee,a girl on the left of a bee,2.5813,1.5479,34.092,0.9432,ourmethod,a_girl_on_the_left_of_a_bee,a girl on the left of a bee,a_girl_on_the_left_of_a_bee
a_girl_on_the_left_of_a_frog,a girl on the left of a frog,1.8484,1.7328,38.2566,0.9594,ourmethod,a_girl_on_the_left_of_a_frog,a girl on the left of a frog,a_girl_on_the_left_of_a_frog
a_gold_car_and_a_red_clock,a gold car and a red clock,2.0051,1.7715,39.0839,0.9058,ourmethod,a_gold_car_and_a_red_clock,a gold car and a red clock,a_gold_car_and_a_red_clock
a_green_bench_and_a_blue_car,a green bench and a blue car,2.0103,1.9245,39.6097,0.9242,ourmethod,a_green_bench_and_a_blue_car,a green bench and a blue car,a_green_bench_and_a_blue_car
a_green_bench_and_a_brown_dog,a green bench and a brown dog,1.8477,1.8001,39.3793,0.8894,ourmethod,a_green_bench_and_a_brown_dog,a green bench and a brown dog,a_green_bench_and_a_brown_dog
a_green_bench_and_a_red_car,a green bench and a red car,1.993,2.1479,40.5704,0.9294,ourmethod,a_green_bench_and_a_red_car,a green bench and a red car,a_green_bench_and_a_red_car
a_green_bench_and_a_yellow_dog,a green bench and a yellow dog,1.8259,1.8532,36.6526,0.9214,ourmethod,a_green_bench_and_a_yellow_dog,a green bench and a yellow dog,a_green_bench_and_a_yellow_dog
a_man_on_the_right_of_a_plate,a man on the right of a plate,2.4117,1.9447,24.7786,0.939,ourmethod,a_man_on_the_right_of_a_plate,a man on the right of a plate,a_man_on_the_right_of_a_plate
a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,1.7418,1.8219,43.2448,0.8758,ourmethod,a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,a_microwave_on_the_bottom_of_a_rabbit
a_person_on_the_left_of_a_microwave,a person on the left of a microwave,1.5429,1.813,34.1903,0.8742,ourmethod,a_person_on_the_left_of_a_microwave,a person on the left of a microwave,a_person_on_the_left_of_a_microwave
a_phone_on_the_left_of_a_boy,a phone on the left of a boy,2.1957,1.8296,34.9548,0.9257,ourmethod,a_phone_on_the_left_of_a_boy,a phone on the left of a boy,a_phone_on_the_left_of_a_boy
a_pig_on_side_of_a_wallet,a pig on side of a wallet,1.6657,1.6322,37.1958,0.8491,ourmethod,a_pig_on_side_of_a_wallet,a pig on side of a wallet,a_pig_on_side_of_a_wallet
a_pink_car_and_a_red_elephant,a pink car and a red elephant,2.2007,1.3641,42.5088,0.8566,ourmethod,a_pink_car_and_a_red_elephant,a pink car and a red elephant,a_pink_car_and_a_red_elephant
a_plate_on_the_right_of_a_bee,a plate on the right of a bee,1.8094,1.4433,35.3569,0.9558,ourmethod,a_plate_on_the_right_of_a_bee,a plate on the right of a bee,a_plate_on_the_right_of_a_bee
a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,1.6749,1.5438,39.6834,0.8587,ourmethod,a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,a_rabbit_on_the_top_of_a_book
a_red_bench_and_a_green_car,a red bench and a green car,2.0594,2.0715,37.8901,0.9324,ourmethod,a_red_bench_and_a_green_car,a red bench and a green car,a_red_bench_and_a_green_car
a_red_car_and_a_brown_clock,a red car and a brown clock,1.9156,1.6836,38.0035,0.8974,ourmethod,a_red_car_and_a_brown_clock,a red car and a brown clock,a_red_car_and_a_brown_clock
a_red_car_and_a_brown_elephant,a red car and a brown elephant,2.0258,1.5841,42.7907,0.9126,ourmethod,a_red_car_and_a_brown_elephant,a red car and a brown elephant,a_red_car_and_a_brown_elephant
a_red_car_and_a_gold_clock,a red car and a gold clock,1.8293,1.8506,40.602,0.9453,ourmethod,a_red_car_and_a_gold_clock,a red car and a gold clock,a_red_car_and_a_gold_clock
a_red_car_and_a_pink_elephant,a red car and a pink elephant,2.1939,1.3991,40.8868,0.9336,ourmethod,a_red_car_and_a_pink_elephant,a red car and a pink elephant,a_red_car_and_a_pink_elephant
a_sheep_near_a_car,a sheep near a car,1.6574,1.835,39.6351,0.9584,ourmethod,a_sheep_near_a_car,a sheep near a car,a_sheep_near_a_car
a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,1.7572,1.4595,41.7368,0.8449,ourmethod,a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,a_sheep_on_the_top_of_a_backpack
a_television_on_the_right_of_a_cow,a television on the right of a cow,1.9913,2.401,42.7696,0.9485,ourmethod,a_television_on_the_right_of_a_cow,a television on the right of a cow,a_television_on_the_right_of_a_cow
a_train_on_the_left_of_a_boy,a train on the left of a boy,1.8302,1.7439,36.0056,0.9314,ourmethod,a_train_on_the_left_of_a_boy,a train on the left of a boy,a_train_on_the_left_of_a_boy
a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,1.4959,1.8321,32.8878,0.9474,ourmethod,a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,a_turtle_on_the_left_of_a_painting
a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,1.8972,1.5773,33.6937,0.9485,ourmethod,a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,a_vase_on_the_bottom_of_a_chicken
a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,2.2468,1.79,36.0507,0.8419,ourmethod,a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,a_wallet_on_the_right_of_a_bee
a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,2.3132,1.7025,39.2567,0.8923,ourmethod,a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,a_wallet_on_the_right_of_a_dog
a_yellow_bench_and_a_green_dog,a yellow bench and a green dog,2.0337,1.9816,40.2836,0.9273,ourmethod,a_yellow_bench_and_a_green_dog,a yellow bench and a green dog,a_yellow_bench_and_a_green_dog
The_black_chair_is_on_the_right_of_the_silver_desk,The black chair is on the right of the silver desk,1.9676,1.4518,34.1525,0.9197,cads,the_black_chair_is_on_the_right_of_the_silver_desk,the black chair is on the right of the silver desk,the_black_chair_is_on_the_right_of_the_silver_desk
The_black_chair_was_next_to_the_silver_table,The black chair was next to the silver table,1.729,1.6493,32.0482,0.9279,cads,the_black_chair_was_next_to_the_silver_table,the black chair was next to the silver table,the_black_chair_was_next_to_the_silver_table
The_black_chair_was_on_the_left_of_the_brown_table,The black chair was on the left of the brown table,1.8111,1.7843,31.6225,0.8787,cads,the_black_chair_was_on_the_left_of_the_brown_table,the black chair was on the left of the brown table,the_black_chair_was_on_the_left_of_the_brown_table
The_black_phone_was_resting_on_the_brown_charger,The black phone was resting on the brown charger,1.9979,1.7232,37.7828,0.6576,cads,the_black_phone_was_resting_on_the_brown_charger,the black phone was resting on the brown charger,the_black_phone_was_resting_on_the_brown_charger
The_brown_cat_was_lying_on_the_blue_blanket,The brown cat was lying on the blue blanket,1.4804,1.6319,37.0331,0.9402,cads,the_brown_cat_was_lying_on_the_blue_blanket,the brown cat was lying on the blue blanket,the_brown_cat_was_lying_on_the_blue_blanket
The_brown_dog_is_lying_on_the_blue_pillow,The brown dog is lying on the blue pillow,1.8458,1.7675,38.6022,0.8931,cads,the_brown_dog_is_lying_on_the_blue_pillow,the brown dog is lying on the blue pillow,the_brown_dog_is_lying_on_the_blue_pillow
The_brown_dog_was_lying_on_the_green_bed,The brown dog was lying on the green bed,2.3704,1.6109,36.4505,0.9239,cads,the_brown_dog_was_lying_on_the_green_bed,the brown dog was lying on the green bed,the_brown_dog_was_lying_on_the_green_bed
The_green_plant_was_on_the_right_the_white_wall,The green plant was on the right the white wall,2.2471,1.4553,34.595,0.6932,cads,the_green_plant_was_on_the_right_the_white_wall,the green plant was on the right the white wall,the_green_plant_was_on_the_right_the_white_wall
The_green_plant_was_on_top_of_the_brown_nightstand,The green plant was on top of the brown nightstand,1.8505,1.4142,36.7595,0.6962,cads,the_green_plant_was_on_top_of_the_brown_nightstand,the green plant was on top of the brown nightstand,the_green_plant_was_on_top_of_the_brown_nightstand
The_green_plant_was_on_top_of_the_white_dresser,The green plant was on top of the white dresser,1.907,1.2319,38.6678,0.7771,cads,the_green_plant_was_on_top_of_the_white_dresser,the green plant was on top of the white dresser,the_green_plant_was_on_top_of_the_white_dresser
The_rectangular_mirror_was_hung_above_the_black_sink,The rectangular mirror was hung above the black sink,1.8187,1.3959,34.1951,0.7666,cads,the_rectangular_mirror_was_hung_above_the_black_sink,the rectangular mirror was hung above the black sink,the_rectangular_mirror_was_hung_above_the_black_sink
The_rectangular_mirror_was_hung_above_the_blue_sink,The rectangular mirror was hung above the blue sink,1.8107,1.2871,35.7559,0.7889,cads,the_rectangular_mirror_was_hung_above_the_blue_sink,the rectangular mirror was hung above the blue sink,the_rectangular_mirror_was_hung_above_the_blue_sink
The_rectangular_painting_was_hung_above_the_silver_couch,The rectangular painting was hung above the silver couch,1.9388,1.2825,32.3219,0.7345,cads,the_rectangular_painting_was_hung_above_the_silver_couch,the rectangular painting was hung above the silver couch,the_rectangular_painting_was_hung_above_the_silver_couch
The_red_apple_was_on_top_of_the_black_plate,The red apple was on top of the black plate,1.4416,1.6047,39.3741,0.6699,cads,the_red_apple_was_on_top_of_the_black_plate,the red apple was on top of the black plate,the_red_apple_was_on_top_of_the_black_plate
The_red_apple_was_on_top_of_the_white_plate,The red apple was on top of the white plate,1.5053,1.5714,37.8763,0.6902,cads,the_red_apple_was_on_top_of_the_white_plate,the red apple was on top of the white plate,the_red_apple_was_on_top_of_the_white_plate
The_red_hat_was_on_top_of_the_white_coat,The red hat was on top of the white coat,1.8543,1.5619,39.6519,0.8149,cads,the_red_hat_was_on_top_of_the_white_coat,the red hat was on top of the white coat,the_red_hat_was_on_top_of_the_white_coat
The_red_mug_was_on_top_of_the_green_coaster,The red mug was on top of the green coaster,1.587,1.4883,41.8066,0.6744,cads,the_red_mug_was_on_top_of_the_green_coaster,the red mug was on top of the green coaster,the_red_mug_was_on_top_of_the_green_coaster
The_red_umbrella_was_on_top_of_the_white_coat_rack,The red umbrella was on top of the white coat rack,1.9128,1.436,38.4128,0.8569,cads,the_red_umbrella_was_on_top_of_the_white_coat_rack,the red umbrella was on top of the white coat rack,the_red_umbrella_was_on_top_of_the_white_coat_rack
The_silver_laptop_was_on_top_of_the_black_desk,The silver laptop was on top of the black desk,1.9983,2.4111,33.2453,0.8206,cads,the_silver_laptop_was_on_top_of_the_black_desk,the silver laptop was on top of the black desk,the_silver_laptop_was_on_top_of_the_black_desk
The_wooden_spoon_was_next_to_the_green_bowl,The wooden spoon was next to the green bowl,1.7993,1.6977,39.8188,0.9228,cads,the_wooden_spoon_was_next_to_the_green_bowl,the wooden spoon was next to the green bowl,the_wooden_spoon_was_next_to_the_green_bowl
a_airplane_on_the_left_of_a_turtle,a airplane on the left of a turtle,1.647,1.395,39.2667,0.807,cads,a_airplane_on_the_left_of_a_turtle,a airplane on the left of a turtle,a_airplane_on_the_left_of_a_turtle
a_backpack_on_the_right_of_a_bird,a backpack on the right of a bird,1.9217,1.6133,42.0302,0.9019,cads,a_backpack_on_the_right_of_a_bird,a backpack on the right of a bird,a_backpack_on_the_right_of_a_bird
a_bag_on_the_bottom_of_a_chicken,a bag on the bottom of a chicken,2.1518,1.6804,31.7906,0.9569,cads,a_bag_on_the_bottom_of_a_chicken,a bag on the bottom of a chicken,a_bag_on_the_bottom_of_a_chicken
a_bag_on_the_right_of_a_butterfly,a bag on the right of a butterfly,1.4898,1.5588,32.4825,0.8918,cads,a_bag_on_the_right_of_a_butterfly,a bag on the right of a butterfly,a_bag_on_the_right_of_a_butterfly
a_bee_on_the_top_of_a_airplane,a bee on the top of a airplane,1.724,1.2803,36.0557,0.5566,cads,a_bee_on_the_top_of_a_airplane,a bee on the top of a airplane,a_bee_on_the_top_of_a_airplane
a_bicycle_on_the_left_of_a_bird,a bicycle on the left of a bird,2.0156,1.2946,38.7681,0.6981,cads,a_bicycle_on_the_left_of_a_bird,a bicycle on the left of a bird,a_bicycle_on_the_left_of_a_bird
a_bicycle_on_the_top_of_a_chicken,a bicycle on the top of a chicken,1.7845,1.3498,41.8495,0.8818,cads,a_bicycle_on_the_top_of_a_chicken,a bicycle on the top of a chicken,a_bicycle_on_the_top_of_a_chicken
a_blue_bench_and_a_green_car,a blue bench and a green car,2.1012,1.8304,37.8875,0.9212,cads,a_blue_bench_and_a_green_car,a blue bench and a green car,a_blue_bench_and_a_green_car
a_blue_dog_and_a_brown_horse,a blue dog and a brown horse,2.2793,1.7287,39.2224,0.9111,cads,a_blue_dog_and_a_brown_horse,a blue dog and a brown horse,a_blue_dog_and_a_brown_horse
a_bowl_on_the_right_of_a_chicken,a bowl on the right of a chicken,1.8539,1.7027,29.4313,0.973,cads,a_bowl_on_the_right_of_a_chicken,a bowl on the right of a chicken,a_bowl_on_the_right_of_a_chicken
a_boy_on_the_top_of_a_bag,a boy on the top of a bag,2.3047,1.3693,36.0205,0.6437,cads,a_boy_on_the_top_of_a_bag,a boy on the top of a bag,a_boy_on_the_top_of_a_bag
a_brown_bench_and_a_green_dog,a brown bench and a green dog,1.8652,1.592,39.5047,0.8966,cads,a_brown_bench_and_a_green_dog,a brown bench and a green dog,a_brown_bench_and_a_green_dog
a_brown_car_and_a_red_clock,a brown car and a red clock,1.7796,1.7144,41.1417,0.9347,cads,a_brown_car_and_a_red_clock,a brown car and a red clock,a_brown_car_and_a_red_clock
a_brown_car_and_a_red_elephant,a brown car and a red elephant,2.147,1.5649,42.0155,0.8513,cads,a_brown_car_and_a_red_elephant,a brown car and a red elephant,a_brown_car_and_a_red_elephant
a_brown_dog_and_a_blue_horse,a brown dog and a blue horse,2.163,1.6029,38.8562,0.9313,cads,a_brown_dog_and_a_blue_horse,a brown dog and a blue horse,a_brown_dog_and_a_blue_horse
a_cat_near_a_table,a cat near a table,1.7095,1.8779,33.5514,0.9551,cads,a_cat_near_a_table,a cat near a table,a_cat_near_a_table
a_cat_on_the_bottom_of_a_car,a cat on the bottom of a car,1.7502,2.165,35.7882,0.9085,cads,a_cat_on_the_bottom_of_a_car,a cat on the bottom of a car,a_cat_on_the_bottom_of_a_car
a_chicken_on_the_top_of_a_bicycle,a chicken on the top of a bicycle,1.4301,1.4235,43.1613,0.8643,cads,a_chicken_on_the_top_of_a_bicycle,a chicken on the top of a bicycle,a_chicken_on_the_top_of_a_bicycle
a_computer_on_the_bottom_of_a_horse,a computer on the bottom of a horse,2.2171,2.0908,38.6805,0.9106,cads,a_computer_on_the_bottom_of_a_horse,a computer on the bottom of a horse,a_computer_on_the_bottom_of_a_horse
a_computer_on_the_left_of_a_pig,a computer on the left of a pig,1.8452,1.5516,37.5108,0.8131,cads,a_computer_on_the_left_of_a_pig,a computer on the left of a pig,a_computer_on_the_left_of_a_pig
a_computer_on_the_top_of_a_sheep,a computer on the top of a sheep,1.8644,1.508,40.7006,0.7349,cads,a_computer_on_the_top_of_a_sheep,a computer on the top of a sheep,a_computer_on_the_top_of_a_sheep
a_couch_on_the_right_of_a_turtle,a couch on the right of a turtle,1.5553,2.0418,37.3245,0.9434,cads,a_couch_on_the_right_of_a_turtle,a couch on the right of a turtle,a_couch_on_the_right_of_a_turtle
a_cow_near_a_balloon,a cow near a balloon,1.644,1.4308,40.0311,0.7443,cads,a_cow_near_a_balloon,a cow near a balloon,a_cow_near_a_balloon
a_cup_on_the_left_of_a_fish,a cup on the left of a fish,2.1423,1.5741,36.3537,0.8027,cads,a_cup_on_the_left_of_a_fish,a cup on the left of a fish,a_cup_on_the_left_of_a_fish
a_dog_on_the_top_of_a_suitcase,a dog on the top of a suitcase,1.9865,1.6833,35.7187,0.8486,cads,a_dog_on_the_top_of_a_suitcase,a dog on the top of a suitcase,a_dog_on_the_top_of_a_suitcase
a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,1.5693,1.8637,38.6814,0.927,cads,a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,a_fish_on_the_left_of_a_microwave
a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,2.1765,2.214,35.1935,0.9317,cads,a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,a_fish_on_the_top_of_a_bowl
a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,1.8989,1.6491,38.6432,0.8914,cads,a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,a_giraffe_on_the_left_of_a_lamp
a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,1.6614,1.5215,39.2738,0.9442,cads,a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,a_giraffe_on_the_right_of_a_girl
a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,1.9212,1.6722,34.2665,0.9449,cads,a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,a_giraffe_on_the_right_of_a_phone
a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,1.8679,1.2364,32.1636,0.6369,cads,a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,a_giraffe_on_the_top_of_a_man
a_girl_on_the_left_of_a_bee,a girl on the left of a bee,2.462,1.4879,33.4994,0.9455,cads,a_girl_on_the_left_of_a_bee,a girl on the left of a bee,a_girl_on_the_left_of_a_bee
a_girl_on_the_left_of_a_frog,a girl on the left of a frog,2.0507,1.7329,37.2163,0.9495,cads,a_girl_on_the_left_of_a_frog,a girl on the left of a frog,a_girl_on_the_left_of_a_frog
a_gold_car_and_a_red_clock,a gold car and a red clock,1.7752,1.7948,40.8641,0.8856,cads,a_gold_car_and_a_red_clock,a gold car and a red clock,a_gold_car_and_a_red_clock
a_green_bench_and_a_blue_car,a green bench and a blue car,2.2248,1.9101,38.1535,0.913,cads,a_green_bench_and_a_blue_car,a green bench and a blue car,a_green_bench_and_a_blue_car
a_green_bench_and_a_brown_dog,a green bench and a brown dog,2.0153,1.7702,38.0889,0.9112,cads,a_green_bench_and_a_brown_dog,a green bench and a brown dog,a_green_bench_and_a_brown_dog
a_green_bench_and_a_red_car,a green bench and a red car,2.0801,2.1654,41.8212,0.911,cads,a_green_bench_and_a_red_car,a green bench and a red car,a_green_bench_and_a_red_car
a_green_bench_and_a_yellow_dog,a green bench and a yellow dog,2.0082,1.7755,37.6423,0.8967,cads,a_green_bench_and_a_yellow_dog,a green bench and a yellow dog,a_green_bench_and_a_yellow_dog
a_man_on_the_right_of_a_plate,a man on the right of a plate,2.263,1.8848,29.1919,0.9173,cads,a_man_on_the_right_of_a_plate,a man on the right of a plate,a_man_on_the_right_of_a_plate
a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,1.7677,1.7806,41.615,0.9143,cads,a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,a_microwave_on_the_bottom_of_a_rabbit
a_person_on_the_left_of_a_microwave,a person on the left of a microwave,1.6591,1.8186,34.1765,0.8933,cads,a_person_on_the_left_of_a_microwave,a person on the left of a microwave,a_person_on_the_left_of_a_microwave
a_phone_on_the_left_of_a_boy,a phone on the left of a boy,2.2785,1.8258,33.8166,0.9203,cads,a_phone_on_the_left_of_a_boy,a phone on the left of a boy,a_phone_on_the_left_of_a_boy
a_pig_on_side_of_a_wallet,a pig on side of a wallet,1.6701,1.6196,39.2694,0.8331,cads,a_pig_on_side_of_a_wallet,a pig on side of a wallet,a_pig_on_side_of_a_wallet
a_pink_car_and_a_red_elephant,a pink car and a red elephant,2.0417,1.3996,42.0924,0.9104,cads,a_pink_car_and_a_red_elephant,a pink car and a red elephant,a_pink_car_and_a_red_elephant
a_plate_on_the_right_of_a_bee,a plate on the right of a bee,1.7741,1.4129,35.4444,0.9244,cads,a_plate_on_the_right_of_a_bee,a plate on the right of a bee,a_plate_on_the_right_of_a_bee
a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,1.5369,1.5582,39.1728,0.9092,cads,a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,a_rabbit_on_the_top_of_a_book
a_red_bench_and_a_green_car,a red bench and a green car,2.1506,2.1043,38.7262,0.9302,cads,a_red_bench_and_a_green_car,a red bench and a green car,a_red_bench_and_a_green_car
a_red_car_and_a_brown_clock,a red car and a brown clock,2.001,1.5972,35.8861,0.9128,cads,a_red_car_and_a_brown_clock,a red car and a brown clock,a_red_car_and_a_brown_clock
a_red_car_and_a_brown_elephant,a red car and a brown elephant,1.8323,1.5473,41.1861,0.8555,cads,a_red_car_and_a_brown_elephant,a red car and a brown elephant,a_red_car_and_a_brown_elephant
a_red_car_and_a_gold_clock,a red car and a gold clock,1.9547,1.8988,40.7332,0.9356,cads,a_red_car_and_a_gold_clock,a red car and a gold clock,a_red_car_and_a_gold_clock
a_red_car_and_a_pink_elephant,a red car and a pink elephant,2.1721,1.3533,40.6979,0.8813,cads,a_red_car_and_a_pink_elephant,a red car and a pink elephant,a_red_car_and_a_pink_elephant
a_sheep_near_a_car,a sheep near a car,1.4786,1.7133,39.285,0.8848,cads,a_sheep_near_a_car,a sheep near a car,a_sheep_near_a_car
a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,1.8272,1.4357,39.0409,0.8256,cads,a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,a_sheep_on_the_top_of_a_backpack
a_television_on_the_right_of_a_cow,a television on the right of a cow,1.914,2.3257,42.896,0.9453,cads,a_television_on_the_right_of_a_cow,a television on the right of a cow,a_television_on_the_right_of_a_cow
a_train_on_the_left_of_a_boy,a train on the left of a boy,1.6207,1.6732,36.9029,0.8963,cads,a_train_on_the_left_of_a_boy,a train on the left of a boy,a_train_on_the_left_of_a_boy
a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,1.4631,1.6511,33.9572,0.9254,cads,a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,a_turtle_on_the_left_of_a_painting
a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,1.8829,1.5443,34.5991,0.9104,cads,a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,a_vase_on_the_bottom_of_a_chicken
a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,2.3581,1.7062,37.2936,0.8405,cads,a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,a_wallet_on_the_right_of_a_bee
a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,2.1823,1.7129,35.2696,0.879,cads,a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,a_wallet_on_the_right_of_a_dog
a_yellow_bench_and_a_green_dog,a yellow bench and a green dog,1.9744,1.9658,41.8755,0.9131,cads,a_yellow_bench_and_a_green_dog,a yellow bench and a green dog,a_yellow_bench_and_a_green_dog
The_black_chair_is_on_the_right_of_the_silver_desk,The black chair is on the right of the silver desk,1.9627,1.4123,34.5194,0.8583,pg,the_black_chair_is_on_the_right_of_the_silver_desk,the black chair is on the right of the silver desk,the_black_chair_is_on_the_right_of_the_silver_desk
The_black_chair_was_next_to_the_silver_table,The black chair was next to the silver table,1.7184,1.6005,32.9512,0.9246,pg,the_black_chair_was_next_to_the_silver_table,the black chair was next to the silver table,the_black_chair_was_next_to_the_silver_table
The_black_chair_was_on_the_left_of_the_brown_table,The black chair was on the left of the brown table,1.7632,1.7025,31.8468,0.8613,pg,the_black_chair_was_on_the_left_of_the_brown_table,the black chair was on the left of the brown table,the_black_chair_was_on_the_left_of_the_brown_table
The_black_phone_was_resting_on_the_brown_charger,The black phone was resting on the brown charger,1.9146,1.69,36.7087,0.6671,pg,the_black_phone_was_resting_on_the_brown_charger,the black phone was resting on the brown charger,the_black_phone_was_resting_on_the_brown_charger
The_brown_cat_was_lying_on_the_blue_blanket,The brown cat was lying on the blue blanket,1.4976,1.5698,36.9538,0.9099,pg,the_brown_cat_was_lying_on_the_blue_blanket,the brown cat was lying on the blue blanket,the_brown_cat_was_lying_on_the_blue_blanket
The_brown_dog_is_lying_on_the_blue_pillow,The brown dog is lying on the blue pillow,1.7959,1.6919,37.9975,0.8927,pg,the_brown_dog_is_lying_on_the_blue_pillow,the brown dog is lying on the blue pillow,the_brown_dog_is_lying_on_the_blue_pillow
The_brown_dog_was_lying_on_the_green_bed,The brown dog was lying on the green bed,2.2003,1.5171,35.7831,0.8722,pg,the_brown_dog_was_lying_on_the_green_bed,the brown dog was lying on the green bed,the_brown_dog_was_lying_on_the_green_bed
The_green_plant_was_on_the_right_the_white_wall,The green plant was on the right the white wall,2.4096,1.4177,33.9218,0.6806,pg,the_green_plant_was_on_the_right_the_white_wall,the green plant was on the right the white wall,the_green_plant_was_on_the_right_the_white_wall
The_green_plant_was_on_top_of_the_brown_nightstand,The green plant was on top of the brown nightstand,1.8211,1.3334,37.0891,0.6313,pg,the_green_plant_was_on_top_of_the_brown_nightstand,the green plant was on top of the brown nightstand,the_green_plant_was_on_top_of_the_brown_nightstand
The_green_plant_was_on_top_of_the_white_dresser,The green plant was on top of the white dresser,1.9135,1.1898,38.7538,0.7325,pg,the_green_plant_was_on_top_of_the_white_dresser,the green plant was on top of the white dresser,the_green_plant_was_on_top_of_the_white_dresser
The_rectangular_mirror_was_hung_above_the_black_sink,The rectangular mirror was hung above the black sink,1.895,1.3488,33.4978,0.7244,pg,the_rectangular_mirror_was_hung_above_the_black_sink,the rectangular mirror was hung above the black sink,the_rectangular_mirror_was_hung_above_the_black_sink
The_rectangular_mirror_was_hung_above_the_blue_sink,The rectangular mirror was hung above the blue sink,1.8364,1.2483,35.725,0.7544,pg,the_rectangular_mirror_was_hung_above_the_blue_sink,the rectangular mirror was hung above the blue sink,the_rectangular_mirror_was_hung_above_the_blue_sink
The_rectangular_painting_was_hung_above_the_silver_couch,The rectangular painting was hung above the silver couch,2.0006,1.247,32.6747,0.696,pg,the_rectangular_painting_was_hung_above_the_silver_couch,the rectangular painting was hung above the silver couch,the_rectangular_painting_was_hung_above_the_silver_couch
The_red_apple_was_on_top_of_the_black_plate,The red apple was on top of the black plate,1.4793,1.5446,39.5446,0.6424,pg,the_red_apple_was_on_top_of_the_black_plate,the red apple was on top of the black plate,the_red_apple_was_on_top_of_the_black_plate
The_red_apple_was_on_top_of_the_white_plate,The red apple was on top of the white plate,1.3847,1.5151,37.6975,0.6452,pg,the_red_apple_was_on_top_of_the_white_plate,the red apple was on top of the white plate,the_red_apple_was_on_top_of_the_white_plate
The_red_hat_was_on_top_of_the_white_coat,The red hat was on top of the white coat,2.0928,1.5245,39.3244,0.7804,pg,the_red_hat_was_on_top_of_the_white_coat,the red hat was on top of the white coat,the_red_hat_was_on_top_of_the_white_coat
The_red_mug_was_on_top_of_the_green_coaster,The red mug was on top of the green coaster,1.5497,1.4572,40.9244,0.64,pg,the_red_mug_was_on_top_of_the_green_coaster,the red mug was on top of the green coaster,the_red_mug_was_on_top_of_the_green_coaster
The_red_umbrella_was_on_top_of_the_white_coat_rack,The red umbrella was on top of the white coat rack,1.9026,1.3976,39.1109,0.8268,pg,the_red_umbrella_was_on_top_of_the_white_coat_rack,the red umbrella was on top of the white coat rack,the_red_umbrella_was_on_top_of_the_white_coat_rack
